stock_id,name,industry,close,adv20,listed_ok,pe_hist_pct,value_pct,revenue_yoy,rev_month,bear_regime,value_ind_pct,momentum20,chip20_turnover,high52_prox,rev_accel,value_ind_pct_pool_pct,momentum20_pool_pct,chip20_turnover_pool_pct,high52_prox_pool_pct,rev_accel_pool_pct,composite
4973,廣穎,半導體,151.0,465391341.525,True,53.72340425531915,57.82881002087683,197.3,2026-06-01,False,81.74603174603175,-20.316622691292878,-0.040738480240366054,71.9047619047619,33.77000000000001,82.13507625272331,7.8431372549019605,24.94553376906318,32.46187363834422,92.0479302832244,47.886710239651414
3003,健和興,電子零組件,66.0,93834260.015,True,99.23413566739606,3.1315240083507305,36.15,2026-06-01,False,3.4722222222222223,-2.077151335311581,0.016880232486782977,94.01709401709401,-1.056666666666672,2.3965141612200433,52.614379084967325,61.328976034858385,88.88888888888889,33.44226579520697,47.73420479302832
3379,彬台,機械,32.85,11113708.1125,True,27.12066905615293,75.92205984690327,-49.32,2026-06-01,False,84.84848484848484,-7.203389830508467,-0.011538653999853155,43.858477970627504,14.146666666666668,85.34858387799564,34.42265795206972,41.28540305010893,1.3071895424836601,76.03485838779956,47.679738562091494
4807,日成-KY,其他,42.8,18444854.42,True,84.81283422459893,30.758524704244955,29.72,2026-06-01,False,27.27272727272727,1.7835909631391205,-0.013326740221301949,95.1111111111111,-12.21,27.17864923747277,65.57734204793029,40.19607843137255,90.95860566448802,14.161220043572984,47.614379084967325
6472,保瑞,藥,415.5,613411179.825,True,89.49671772428884,24.4258872651357,39.22,2026-06-01,False,18.181818181818183,2.466091245376079,0.020564484505232523,49.76047904191617,21.906666666666666,17.59259259259259,68.51851851851852,63.289760348583876,2.6143790849673203,85.72984749455338,47.549019607843135
1307,三芳,石化,32.7,43052315.36,True,16.630196936542667,83.785664578984,11.11,2026-06-01,False,100.0,-12.566844919786085,-0.15730249793057868,87.43315508021392,1.5099999999999998,98.63834422657952,19.06318082788671,3.2679738562091507,74.7276688453159,40.95860566448802,47.331154684095864
2543,皇昌,營造,39.75,59754931.192499995,True,27.890267798824297,75.29575504523312,105.33,2026-06-01,False,56.25,-15.425531914893616,0.05275956598713396,46.22093023255814,20.789999999999992,56.26361655773421,14.270152505446623,78.54030501089323,2.3965141612200433,85.07625272331155,47.309368191721134
6679,鈺太,半導體,239.0,74436943.85,True,27.101200686106345,75.99164926931107,9.93,2026-06-01,False,89.68253968253968,-11.481481481481481,0.026662432644665033,69.17510853835022,-1.0700000000000003,89.76034858387798,21.459694989106755,66.66666666666666,24.94553376906318,33.33333333333333,47.233115468409586
1815,富喬,印刷電路板,89.1,2847675544.06,True,55.3347280334728,56.57620041753654,46.36,2026-06-01,False,92.3076923076923,-6.012658227848104,0.0016885403719245986,70.15748031496062,-3.4466666666666725,92.26579520697167,38.77995642701525,51.307189542483655,26.47058823529412,27.233115468409586,47.21132897603486
2727,王品,餐飲飯店,215.0,143101071.725,True,1.3915243516761544,96.17258176757133,16.59,2026-06-01,False,96.0,-11.885245901639344,-0.1255641185226539,86.34538152610442,1.6766666666666676,95.09803921568627,20.37037037037037,5.228758169934641,71.67755991285402,41.830065359477125,46.84095860566448
